3,2,0.792572,0.0364932,7.10291
3,3,2.91418,0.134664,2.83087
3,4,12.8729,0.644947,-1
3,5,44.5296,3.08884,-1
3,6,82.9696,6.69807,-1
3,7,154.593,13.8805,-1
3,8,288.044,28.7648,-1
3,9,536.698,59.6096,-1
3,10,1000,123.53,-1
3,11,1863.25,255.993,-1
3,12,3471.69,530.498,-1
3.02,2,0.792572,0.0364932,7.10291
3.02,3,2.91418,0.134664,2.83087
3.02,4,12.8729,0.644947,-1
3.02,5,44.5296,3.08884,-1
3.02,6,82.9696,6.69807,-1
3.02,7,154.593,13.8805,-1
3.02,8,288.044,28.7648,-1
3.02,9,536.698,59.6096,-1
3.02,10,1000,123.53,-1
3.02,11,1863.25,255.993,-1
3.02,12,3471.69,530.498,-1
3.04,2,0.792572,0.0364932,7.7132
3.04,3,2.91418,0.134664,2.83087
3.04,4,12.8729,0.644947,-1
3.04,5,44.5296,3.08884,-1
3.04,6,82.9696,6.69807,-1
3.04,7,154.593,13.8805,-1
3.04,8,288.044,28.7648,-1
3.04,9,536.698,59.6096,-1
3.04,10,1000,123.53,-1
3.04,11,1863.25,255.993,-1
3.04,12,3471.69,530.498,-1
3.06,2,0.792572,0.0364932,7.7132
3.06,3,2.91418,0.134664,2.83087
3.06,4,12.8729,0.644947,-1
3.06,5,44.5296,3.08884,-1
3.06,6,82.9696,6.69807,-1
3.06,7,154.593,13.8805,-1
3.06,8,288.044,28.7648,-1
3.06,9,536.698,59.6096,-1
3.06,10,1000,123.53,-1
3.06,11,1863.25,255.993,-1
3.06,12,3471.69,530.498,-1
3.08,2,0.792572,0.0364932,7.7132
3.08,3,2.91418,0.134664,2.83087
3.08,4,12.8729,0.644947,-1
3.08,5,44.5296,3.08884,-1
3.08,6,82.9696,6.69807,-1
3.08,7,154.593,13.8805,-1
3.08,8,288.044,28.7648,-1
3.08,9,536.698,59.6096,-1
3.08,10,1000,123.53,-1
3.08,11,1863.25,255.993,-1
3.08,12,3471.69,530.498,-1
3.1,2,0.792572,0.0364932,8.32349
3.1,3,2.91418,0.134664,2.83087
3.1,4,12.8729,0.644947,-1
3.1,5,44.5296,3.08884,-1
3.1,6,82.9696,6.69807,-1
3.1,7,154.593,13.8805,-1
3.1,8,288.044,28.7648,-1
3.1,9,536.698,59.6096,-1
3.1,10,1000,123.53,-1
3.1,11,1863.25,255.993,-1
3.1,12,3471.69,530.498,-1
3.12,2,0.792572,0.0364932,8.93378
3.12,3,2.91418,0.134664,2.83087
3.12,4,12.8729,0.644947,-1
3.12,5,44.5296,3.08884,-1
3.12,6,82.9696,6.69807,-1
3.12,7,154.593,13.8805,-1
3.12,8,288.044,28.7648,-1
3.12,9,536.698,59.6096,-1
3.12,10,1000,123.53,-1
3.12,11,1863.25,255.993,-1
3.12,12,3471.69,530.498,-1
3.14,2,0.792572,0.0364932,8.93378
3.14,3,2.91418,0.134664,2.83087
3.14,4,12.8729,0.644947,-1
3.14,5,44.5296,3.08884,-1
3.14,6,82.9696,6.69807,-1
3.14,7,154.593,13.8805,-1
3.14,8,288.044,28.7648,-1
3.14,9,536.698,59.6096,-1
3.14,10,1000,123.53,-1
3.14,11,1863.25,255.993,-1
3.14,12,3471.69,530.498,-1
3.16,2,0.792572,0.0364932,8.93378
3.16,3,2.91418,0.134664,2.83087
3.16,4,12.8729,0.644947,-1
3.16,5,44.5296,3.08884,-1
3.16,6,82.9696,6.69807,-1
3.16,7,154.593,13.8805,-1
3.16,8,288.044,28.7648,-1
3.16,9,536.698,59.6096,-1
3.16,10,1000,123.53,-1
3.16,11,1863.25,255.993,-1
3.16,12,3471.69,530.498,-1
3.18,2,0.792572,0.0364932,8.93378
3.18,3,2.91418,0.134664,3.44116
3.18,4,12.8729,0.644947,-1
3.18,5,44.5296,3.08884,-1
3.18,6,82.9696,6.69807,-1
3.18,7,154.593,13.8805,-1
3.18,8,288.044,28.7648,-1
3.18,9,536.698,59.6096,-1
3.18,10,1000,123.53,-1
3.18,11,1863.25,255.993,-1
3.18,12,3471.69,530.498,-1
3.2,2,0.792572,0.0364932,10.1544
3.2,3,2.91418,0.134664,3.44116
3.2,4,12.8729,0.644947,-1
3.2,5,44.5296,3.08884,-1
3.2,6,82.9696,6.69807,-1
3.2,7,154.593,13.8805,-1
3.2,8,288.044,28.7648,-1
3.2,9,536.698,59.6096,-1
3.2,10,1000,123.53,-1
3.2,11,1863.25,255.993,-1
3.2,12,3471.69,530.498,-1
3.22,2,0.792572,0.0364932,10.1544
3.22,3,2.91418,0.134664,4.05145
3.22,4,12.8729,0.644947,-1
3.22,5,44.5296,3.08884,-1
3.22,6,82.9696,6.69807,-1
3.22,7,154.593,13.8805,-1
3.22,8,288.044,28.7648,-1
3.22,9,536.698,59.6096,-1
3.22,10,1000,123.53,-1
3.22,11,1863.25,255.993,-1
3.22,12,3471.69,530.498,-1
3.24,2,0.792572,0.0364932,10.1544
3.24,3,2.91418,0.134664,4.05145
3.24,4,12.8729,0.644947,-1
3.24,5,44.5296,3.08884,-1
3.24,6,82.9696,6.69807,-1
3.24,7,154.593,13.8805,-1
3.24,8,288.044,28.7648,-1
3.24,9,536.698,59.6096,-1
3.24,10,1000,123.53,-1
3.24,11,1863.25,255.993,-1
3.24,12,3471.69,530.498,-1
3.26,2,0.792572,0.0364932,10.1544
3.26,3,2.91418,0.134664,4.05145
3.26,4,12.8729,0.644947,-1
3.26,5,44.5296,3.08884,-1
3.26,6,82.9696,6.69807,-1
3.26,7,154.593,13.8805,-1
3.26,8,288.044,28.7648,-1
3.26,9,536.698,59.6096,-1
3.26,10,1000,123.53,-1
3.26,11,1863.25,255.993,-1
3.26,12,3471.69,530.498,-1
3.28,2,0.792572,0.0364932,10.7646
3.28,3,2.91418,0.134664,4.05145
3.28,4,12.8729,0.644947,-1
3.28,5,44.5296,3.08884,-1
3.28,6,82.9696,6.69807,-1
3.28,7,154.593,13.8805,-1
3.28,8,288.044,28.7648,-1
3.28,9,536.698,59.6096,-1
3.28,10,1000,123.53,-1
3.28,11,1863.25,255.993,-1
3.28,12,3471.69,530.498,-1
3.3,2,0.792572,0.0364932,11.3749
3.3,3,2.91418,0.134664,4.05145
3.3,4,12.8729,0.644947,-1
3.3,5,44.5296,3.08884,-1
3.3,6,82.9696,6.69807,-1
3.3,7,154.593,13.8805,-1
3.3,8,288.044,28.7648,-1
3.3,9,536.698,59.6096,-1
3.3,10,1000,123.53,-1
3.3,11,1863.25,255.993,-1
3.3,12,3471.69,530.498,-1
3.32,2,0.792572,0.0364932,11.3749
3.32,3,2.91418,0.134664,4.66174
3.32,4,12.8729,0.644947,-1
3.32,5,44.5296,3.08884,-1
3.32,6,82.9696,6.69807,-1
3.32,7,154.593,13.8805,-1
3.32,8,288.044,28.7648,-1
3.32,9,536.698,59.6096,-1
3.32,10,1000,123.53,-1
3.32,11,1863.25,255.993,-1
3.32,12,3471.69,530.498,-1
3.34,2,0.792572,0.0364932,11.9852
3.34,3,2.91418,0.134664,4.66174
3.34,4,12.8729,0.644947,-1
3.34,5,44.5296,3.08884,-1
3.34,6,82.9696,6.69807,-1
3.34,7,154.593,13.8805,-1
3.34,8,288.044,28.7648,-1
3.34,9,536.698,59.6096,-1
3.34,10,1000,123.53,-1
3.34,11,1863.25,255.993,-1
3.34,12,3471.69,530.498,-1
3.36,2,0.792572,0.0364932,11.9852
3.36,3,2.91418,0.134664,4.66174
3.36,4,12.8729,0.644947,-1
3.36,5,44.5296,3.08884,-1
3.36,6,82.9696,6.69807,-1
3.36,7,154.593,13.8805,-1
3.36,8,288.044,28.7648,-1
3.36,9,536.698,59.6096,-1
3.36,10,1000,123.53,-1
3.36,11,1863.25,255.993,-1
3.36,12,3471.69,530.498,-1
3.38,2,0.792572,0.0364932,12.5955
3.38,3,2.91418,0.134664,5.27203
3.38,4,12.8729,0.644947,-1
3.38,5,44.5296,3.08884,-1
3.38,6,82.9696,6.69807,-1
3.38,7,154.593,13.8805,-1
3.38,8,288.044,28.7648,-1
3.38,9,536.698,59.6096,-1
3.38,10,1000,123.53,-1
3.38,11,1863.25,255.993,-1
3.38,12,3471.69,530.498,-1
