Lon Lat Count
131.349 38.2086 0
131.349 38.5071 0
131.349 38.8057 0
131.349 39.1043 0
131.349 39.4029 0
131.349 39.7014 0
131.349 40 0
131.349 40.2986 0
131.349 40.5971 0
131.349 40.8957 0
131.349 41.1943 0
131.349 41.4929 0
131.349 41.7914 0
131.349 42.09 0
131.349 42.3886 0
131.349 42.6872 0
131.349 42.9857 0
131.349 43.2843 0
131.349 43.5829 0
131.349 43.8815 0
131.349 44.18 0
131.349 44.4786 0
131.349 44.7772 0
131.349 45.0758 0
131.349 45.3743 0
131.349 45.6729 0
131.349 45.9715 0
131.349 46.2701 0
131.349 46.5686 0
131.349 46.8672 0
131.349 47.1658 0
131.349 47.4643 0
131.349 47.7629 0
131.349 48.0615 0
131.349 48.3601 0
131.349 48.6586 0
131.349 48.9572 0
131.349 49.2558 0
131.349 49.5544 0
131.349 49.8529 0
131.662 30.1471 0
131.662 30.4456 0
131.662 30.7442 1
131.662 31.0428 46
131.662 31.3414 88
131.662 31.6399 186
131.662 31.9385 245
131.662 32.2371 236
131.662 32.5357 295
131.662 32.8342 304
131.662 33.1328 167
131.662 33.4314 168
131.662 33.7299 307
131.662 34.0285 278
131.662 34.3271 99
131.662 34.6257 97
131.662 34.9242 54
131.662 35.2228 25
131.662 35.5214 0
131.662 35.82 0
131.662 36.1185 0
131.662 36.4171 0
131.662 36.7157 0
131.662 37.0143 0
131.662 37.3128 0
131.662 37.6114 0
131.662 37.91 0
131.662 38.2086 0
131.662 38.5071 0
131.662 38.8057 0
131.662 39.1043 0
131.662 39.4029 0
131.662 39.7014 0
131.662 40 0
131.662 40.2986 0
131.662 40.5971 0
131.662 40.8957 0
131.662 41.1943 0
131.662 41.4929 0
131.662 41.7914 0
131.662 42.09 0
131.662 42.3886 0
131.662 42.6872 0
131.662 42.9857 0
131.662 43.2843 0
131.662 43.5829 0
131.662 43.8815 0
131.662 44.18 0
131.662 44.4786 0
131.662 44.7772 0
131.662 45.0758 0
131.662 45.3743 0
131.662 45.6729 0
131.662 45.9715 0
131.662 46.2701 0
131.662 46.5686 0
131.662 46.8672 0
131.662 47.1658 0
131.662 47.4643 0
131.662 47.7629 0
131.662 48.0615 0
131.662 48.3601 0
131.662 48.6586 0
131.662 48.9572 0
131.662 49.2558 0
131.662 49.5544 0
131.662 49.8529 0
131.976 30.1471 0
131.976 30.4456 0
131.976 30.7442 0
131.976 31.0428 0
131.976 31.3414 0
131.976 31.6399 71
131.976 31.9385 183
131.976 32.2371 243
131.976 32.5357 303
131.976 32.8342 210
131.976 33.1328 189
131.976 33.4314 140
131.976 33.7299 305
131.976 34.0285 273
131.976 34.3271 253
131.976 34.6257 78
131.976 34.9242 88
131.976 35.2228 49
131.976 35.5214 10
131.976 35.82 1
131.976 36.1185 0
131.976 36.4171 0
131.976 36.7157 0
131.976 37.0143 0
131.976 37.3128 0
131.976 37.6114 0
131.976 37.91 0
131.976 38.2086 0
131.976 38.5071 0
131.976 38.8057 0
131.976 39.1043 0
131.976 39.4029 0
131.976 39.7014 0
131.976 40 0
131.976 40.2986 0
131.976 40.5971 0
131.976 40.8957 0
131.976 41.1943 0
131.976 41.4929 0
131.976 41.7914 0
131.976 42.09 0
131.976 42.3886 0
131.976 42.6872 0
131.976 42.9857 0
131.976 43.2843 0
131.976 43.5829 0
131.976 43.8815 0
131.976 44.18 0
131.976 44.4786 0
131.976 44.7772 0
131.976 45.0758 0
131.976 45.3743 0
131.976 45.6729 0
131.976 45.9715 0
131.976 46.2701 0
131.976 46.5686 0
131.976 46.8672 0
131.976 47.1658 0
131.976 47.4643 0
131.976 47.7629 0
131.976 48.0615 0
131.976 48.3601 0
131.976 48.6586 0
131.976 48.9572 0
131.976 49.2558 0
131.976 49.5544 0
131.976 49.8529 0
132.289 30.1471 0
132.289 30.4456 0
132.289 30.7442 0
132.289 31.0428 0
132.289 31.3414 0
132.289 31.6399 0
132.289 31.9385 1
132.289 32.2371 23
132.289 32.5357 120
132.289 32.8342 99
132.289 33.1328 133
132.289 33.4314 225
132.289 33.7299 335
132.289 34.0285 317
132.289 34.3271 324
132.289 34.6257 137
132.289 34.9242 96
132.289 35.2228 56
132.289 35.5214 48
132.289 35.82 5
132.289 36.1185 0
132.289 36.4171 0
132.289 36.7157 0
132.289 37.0143 0
132.289 37.3128 0
132.289 37.6114 0
132.289 37.91 0
132.289 38.2086 0
132.289 38.5071 0
132.289 38.8057 0
132.289 39.1043 0
132.289 39.4029 0
132.289 39.7014 0
132.289 40 0
132.289 40.2986 0
132.289 40.5971 0
132.289 40.8957 0
132.289 41.1943 0
132.289 41.4929 0
132.289 41.7914 0
132.289 42.09 0
132.289 42.3886 0
132.289 42.6872 0
132.289 42.9857 0
132.289 43.2843 0
132.289 43.5829 0
132.289 43.8815 0
132.289 44.18 0
132.289 44.4786 0
132.289 44.7772 0
132.289 45.0758 0
132.289 45.3743 0
132.289 45.6729 0
132.289 45.9715 0
132.289 46.2701 0
132.289 46.5686 0
132.289 46.8672 0
132.289 47.1658 0
132.289 47.4643 0
132.289 47.7629 0
132.289 48.0615 0
132.289 48.3601 0
132.289 48.6586 0
132.289 48.9572 0
132.289 49.2558 0
132.289 49.5544 0
132.289 49.8529 0
132.603 30.1471 0
132.603 30.4456 0
132.603 30.7442 0
132.603 31.0428 0
132.603 31.3414 0
132.603 31.6399 0
132.603 31.9385 9
132.603 32.2371 39
132.603 32.5357 51
132.603 32.8342 177
132.603 33.1328 180
132.603 33.4314 123
132.603 33.7299 286
132.603 34.0285 389
132.603 34.3271 331
132.603 34.6257 413
132.603 34.9242 152
132.603 35.2228 71
132.603 35.5214 59
132.603 35.82 18
132.603 36.1185 0
132.603 36.4171 0
132.603 36.7157 0
132.603 37.0143 0
132.603 37.3128 0
132.603 37.6114 0
132.603 37.91 0
132.603 38.2086 0
132.603 38.5071 0
132.603 38.8057 0
132.603 39.1043 0
132.603 39.4029 0
132.603 39.7014 0
132.603 40 0
132.603 40.2986 0
132.603 40.5971 0
132.603 40.8957 0
132.603 41.1943 0
132.603 41.4929 0
132.603 41.7914 0
132.603 42.09 0
132.603 42.3886 0
132.603 42.6872 0
132.603 42.9857 0
132.603 43.2843 0
132.603 43.5829 0
132.603 43.8815 0
132.603 44.18 0
132.603 44.4786 0
132.603 44.7772 0
132.603 45.0758 0
132.603 45.3743 0
132.603 45.6729 0
132.603 45.9715 0
132.603 46.2701 0
132.603 46.5686 0
132.603 46.8672 0
132.603 47.1658 0
132.603 47.4643 0
132.603 47.7629 0
132.603 48.0615 0
132.603 48.3601 0
132.603 48.6586 0
132.603 48.9572 0
132.603 49.2558 0
132.603 49.5544 0
132.603 49.8529 0
132.916 30.1471 0
132.916 30.4456 0
132.916 30.7442 0
132.916 31.0428 0
132.916 31.3414 0
132.916 31.6399 0
132.916 31.9385 0
132.916 32.2371 44
132.916 32.5357 122
132.916 32.8342 162
132.916 33.1328 284
132.916 33.4314 160
132.916 33.7299 283
132.916 34.0285 279
132.916 34.3271 270
132.916 34.6257 338
132.916 34.9242 230
132.916 35.2228 106
132.916 35.5214 71
132.916 35.82 25
132.916 36.1185 0
132.916 36.4171 0
132.916 36.7157 0
132.916 37.0143 0
132.916 37.3128 0
132.916 37.6114 0
132.916 37.91 0
132.916 38.2086 0
132.916 38.5071 0
132.916 38.8057 0
132.916 39.1043 0
132.916 39.4029 0
132.916 39.7014 0
132.916 40 0
132.916 40.2986 0
132.916 40.5971 0
132.916 40.8957 0
132.916 41.1943 0
132.916 41.4929 0
132.916 41.7914 0
132.916 42.09 0
132.916 42.3886 0
132.916 42.6872 0
132.916 42.9857 0
132.916 43.2843 0
132.916 43.5829 0
132.916 43.8815 0
132.916 44.18 0
132.916 44.4786 0
132.916 44.7772 0
132.916 45.0758 0
132.916 45.3743 0
132.916 45.6729 0
132.916 45.9715 0
132.916 46.2701 0
132.916 46.5686 0
132.916 46.8672 0
132.916 47.1658 0
132.916 47.4643 0
132.916 47.7629 0
132.916 48.0615 0
132.916 48.3601 0
132.916 48.6586 0
132.916 48.9572 0
132.916 49.2558 0
132.916 49.5544 0
132.916 49.8529 0
133.23 30.1471 0
133.23 30.4456 0
133.23 30.7442 0
133.23 31.0428 0
133.23 31.3414 0
133.23 31.6399 0
133.23 31.9385 0
133.23 32.2371 48
133.23 32.5357 140
133.23 32.8342 237
133.23 33.1328 311
133.23 33.4314 168
133.23 33.7299 184
133.23 34.0285 351
133.23 34.3271 341
133.23 34.6257 289
133.23 34.9242 407
133.23 35.2228 193
133.23 35.5214 85
133.23 35.82 31
133.23 36.1185 2
133.23 36.4171 0
133.23 36.7157 0
133.23 37.0143 0
133.23 37.3128 0
133.23 37.6114 0
133.23 37.91 0
133.23 38.2086 0
133.23 38.5071 0
133.23 38.8057 0
133.23 39.1043 0
133.23 39.4029 0
133.23 39.7014 0
133.23 40 0
133.23 40.2986 0
133.23 40.5971 0
133.23 40.8957 0
133.23 41.1943 0
133.23 41.4929 0
133.23 41.7914 0
133.23 42.09 0
133.23 42.3886 0
133.23 42.6872 0
133.23 42.9857 0
133.23 43.2843 0
133.23 43.5829 0
133.23 43.8815 0
133.23 44.18 0
133.23 44.4786 0
133.23 44.7772 0
133.23 45.0758 0
133.23 45.3743 0
133.23 45.6729 0
133.23 45.9715 0
133.23 46.2701 0
133.23 46.5686 0
133.23 46.8672 0
133.23 47.1658 0
133.23 47.4643 0
133.23 47.7629 0
133.23 48.0615 0
133.23 48.3601 0
133.23 48.6586 0
133.23 48.9572 0
133.23 49.2558 0
133.23 49.5544 0
133.23 49.8529 0
133.543 30.1471 0
133.543 30.4456 0
133.543 30.7442 0
133.543 31.0428 0
133.543 31.3414 0
133.543 31.6399 0
133.543 31.9385 0
133.543 32.2371 0
133.543 32.5357 1
133.543 32.8342 86
133.543 33.1328 217
133.543 33.4314 255
133.543 33.7299 208
133.543 34.0285 295
133.543 34.3271 274
133.543 34.6257 290
133.543 34.9242 359
133.543 35.2228 172
133.543 35.5214 77
133.543 35.82 35
133.543 36.1185 4
133.543 36.4171 0
133.543 36.7157 0
133.543 37.0143 0
133.543 37.3128 0
133.543 37.6114 0
133.543 37.91 0
133.543 38.2086 0
133.543 38.5071 0
133.543 38.8057 0
133.543 39.1043 0
133.543 39.4029 0
133.543 39.7014 0
133.543 40 0
133.543 40.2986 0
133.543 40.5971 0
133.543 40.8957 0
133.543 41.1943 0
133.543 41.4929 0
133.543 41.7914 0
133.543 42.09 0
133.543 42.3886 0
133.543 42.6872 0
133.543 42.9857 0
133.543 43.2843 0
133.543 43.5829 0
133.543 43.8815 0
133.543 44.18 0
133.543 44.4786 0
133.543 44.7772 0
133.543 45.0758 0
133.543 45.3743 0
133.543 45.6729 0
133.543 45.9715 0
133.543 46.2701 0
133.543 46.5686 0
133.543 46.8672 0
133.543 47.1658 0
133.543 47.4643 0
133.543 47.7629 0
133.543 48.0615 0
133.543 48.3601 0
133.543 48.6586 0
133.543 48.9572 0
133.543 49.2558 0
133.543 49.5544 0
133.543 49.8529 0
133.857 30.1471 0
133.857 30.4456 0
133.857 30.7442 0
133.857 31.0428 0
133.857 31.3414 0
133.857 31.6399 0
133.857 31.9385 0
133.857 32.2371 0
133.857 32.5357 11
133.857 32.8342 52
133.857 33.1328 178
133.857 33.4314 254
133.857 33.7299 143
133.857 34.0285 237
133.857 34.3271 339
133.857 34.6257 312
133.857 34.9242 322
133.857 35.2228 215
133.857 35.5214 67
133.857 35.82 41
133.857 36.1185 0
133.857 36.4171 0
133.857 36.7157 0
133.857 37.0143 0
133.857 37.3128 0
133.857 37.6114 0
133.857 37.91 0
133.857 38.2086 0
133.857 38.5071 0
133.857 38.8057 0
133.857 39.1043 0
133.857 39.4029 0
133.857 39.7014 0
133.857 40 0
133.857 40.2986 0
133.857 40.5971 0
133.857 40.8957 0
133.857 41.1943 0
133.857 41.4929 0
133.857 41.7914 0
133.857 42.09 0
133.857 42.3886 0
133.857 42.6872 0
133.857 42.9857 0
133.857 43.2843 0
133.857 43.5829 0
133.857 43.8815 0
133.857 44.18 0
133.857 44.4786 0
133.857 44.7772 0
133.857 45.0758 0
133.857 45.3743 0
133.857 45.6729 0
133.857 45.9715 0
133.857 46.2701 0
133.857 46.5686 0
133.857 46.8672 0
133.857 47.1658 0
133.857 47.4643 0
133.857 47.7629 0
133.857 48.0615 0
133.857 48.3601 0
133.857 48.6586 0
133.857 48.9572 0
133.857 49.2558 0
133.857 49.5544 0
133.857 49.8529 0
134.17 30.1471 0
134.17 30.4456 0
134.17 30.7442 0
134.17 31.0428 0
134.17 31.3414 0
134.17 31.6399 0
134.17 31.9385 0
134.17 32.2371 0
134.17 32.5357 3
134.17 32.8342 26
134.17 33.1328 162
134.17 33.4314 161
134.17 33.7299 265
134.17 34.0285 233
134.17 34.3271 336
134.17 34.6257 293
134.17 34.9242 299
134.17 35.2228 136
134.17 35.5214 58
134.17 35.82 45
134.17 36.1185 1
134.17 36.4171 0
134.17 36.7157 0
134.17 37.0143 0
134.17 37.3128 0
134.17 37.6114 0
134.17 37.91 0
134.17 38.2086 0
134.17 38.5071 0
134.17 38.8057 0
134.17 39.1043 0
134.17 39.4029 0
134.17 39.7014 0
134.17 40 0
134.17 40.2986 0
134.17 40.5971 0
134.17 40.8957 0
134.17 41.1943 0
134.17 41.4929 0
134.17 41.7914 0
134.17 42.09 0
134.17 42.3886 0
134.17 42.6872 0
134.17 42.9857 0
134.17 43.2843 0
134.17 43.5829 0
134.17 43.8815 0
134.17 44.18 0
134.17 44.4786 0
134.17 44.7772 0
134.17 45.0758 0
134.17 45.3743 0
134.17 45.6729 0
134.17 45.9715 0
134.17 46.2701 0
134.17 46.5686 0
134.17 46.8672 0
134.17 47.1658 0
134.17 47.4643 0
134.17 47.7629 0
134.17 48.0615 0
134.17 48.3601 0
134.17 48.6586 0
134.17 48.9572 0
134.17 49.2558 0
134.17 49.5544 0
134.17 49.8529 0
134.484 30.1471 0
134.484 30.4456 0
134.484 30.7442 0
134.484 31.0428 0
134.484 31.3414 0
134.484 31.6399 0
134.484 31.9385 0
134.484 32.2371 0
134.484 32.5357 0
134.484 32.8342 66
134.484 33.1328 120
134.484 33.4314 117
134.484 33.7299 237
134.484 34.0285 173
134.484 34.3271 267
134.484 34.6257 295
134.484 34.9242 339
134.484 35.2228 144
134.484 35.5214 63
134.484 35.82 60
134.484 36.1185 5
134.484 36.4171 0
134.484 36.7157 0
134.484 37.0143 0
134.484 37.3128 0
134.484 37.6114 0
134.484 37.91 0
134.484 38.2086 0
134.484 38.5071 0
134.484 38.8057 0
134.484 39.1043 0
134.484 39.4029 0
134.484 39.7014 0
134.484 40 0
134.484 40.2986 0
134.484 40.5971 0
134.484 40.8957 0
134.484 41.1943 0
134.484 41.4929 0
134.484 41.7914 0
134.484 42.09 0
134.484 42.3886 0
134.484 42.6872 0
134.484 42.9857 0
134.484 43.2843 0
134.484 43.5829 0
134.484 43.8815 0
134.484 44.18 0
134.484 44.4786 0
134.484 44.7772 0
134.484 45.0758 0
134.484 45.3743 0
134.484 45.6729 0
134.484 45.9715 0
134.484 46.2701 0
134.484 46.5686 0
134.484 46.8672 0
134.484 47.1658 0
134.484 47.4643 0
134.484 47.7629 0
134.484 48.0615 0
134.484 48.3601 0
134.484 48.6586 0
134.484 48.9572 0
134.484 49.2558 0
134.484 49.5544 0
134.484 49.8529 0
134.797 30.1471 0
134.797 30.4456 0
134.797 30.7442 0
134.797 31.0428 0
134.797 31.3414 0
134.797 31.6399 0
134.797 31.9385 0
134.797 32.2371 0
134.797 32.5357 0
134.797 32.8342 0
134.797 33.1328 45
134.797 33.4314 160
134.797 33.7299 163
134.797 34.0285 115
134.797 34.3271 257
134.797 34.6257 419
134.797 34.9242 296
134.797 35.2228 276
134.797 35.5214 68
134.797 35.82 55
134.797 36.1185 8
134.797 36.4171 0
134.797 36.7157 0
134.797 37.0143 0
134.797 37.3128 0
134.797 37.6114 0
134.797 37.91 0
134.797 38.2086 0
134.797 38.5071 0
134.797 38.8057 0
134.797 39.1043 0
134.797 39.4029 0
134.797 39.7014 0
134.797 40 0
134.797 40.2986 0
134.797 40.5971 0
134.797 40.8957 0
134.797 41.1943 0
134.797 41.4929 0
134.797 41.7914 0
134.797 42.09 0
134.797 42.3886 0
134.797 42.6872 0
134.797 42.9857 0
134.797 43.2843 0
134.797 43.5829 0
134.797 43.8815 0
134.797 44.18 0
134.797 44.4786 0
134.797 44.7772 0
134.797 45.0758 0
134.797 45.3743 0
134.797 45.6729 0
134.797 45.9715 0
134.797 46.2701 0
134.797 46.5686 0
134.797 46.8672 0
134.797 47.1658 0
134.797 47.4643 0
134.797 47.7629 0
134.797 48.0615 0
134.797 48.3601 0
134.797 48.6586 0
134.797 48.9572 0
134.797 49.2558 0
134.797 49.5544 0
134.797 49.8529 0
135.111 30.1471 0
135.111 30.4456 0
135.111 30.7442 0
135.111 31.0428 0
135.111 31.3414 0
135.111 31.6399 0
135.111 31.9385 0
135.111 32.2371 0
135.111 32.5357 0
