       3
(7e14.5)
     0.0000e+00     0.0000e+00      0  0  0.00
     361   1.00000  0.0000e+00
   9.84867e-05   7.78063e-05   5.23610e-05   2.20154e-05  -1.10636e-05  -4.61847e-05  -8.05838e-05
  -1.13047e-04  -1.40642e-04  -1.62188e-04  -1.75208e-04  -1.79226e-04  -1.72871e-04  -1.56950e-04
  -1.31627e-04  -9.92416e-05  -6.14953e-05  -2.19979e-05   1.65526e-05   5.00696e-05   7.58710e-05
   9.05458e-05   9.26409e-05   8.05826e-05   5.51533e-05   1.73496e-05  -2.94411e-05  -8.17252e-05
  -1.34059e-04  -1.81481e-04  -2.17950e-04  -2.38836e-04  -2.39502e-04  -2.17694e-04  -1.72067e-04
  -1.04283e-04  -1.73043e-05   8.29469e-05   1.89644e-04   2.93866e-04   3.86962e-04   4.59715e-04
   5.04824e-04   5.16159e-04   4.91059e-04   4.29345e-04   3.35116e-04   2.15230e-04   8.03836e-05
  -5.70567e-05  -1.82685e-04  -2.82740e-04  -3.44169e-04  -3.57439e-04  -3.16545e-04  -2.21388e-04
  -7.71653e-05   1.04209e-04   3.05772e-04   5.05325e-04   6.78258e-04   7.98477e-04   8.42028e-04
   7.88552e-04   6.24947e-04   3.46439e-04  -4.07014e-05  -5.19423e-04  -1.06097e-03  -1.62712e-03
  -2.17142e-03  -2.64341e-03  -2.99159e-03  -3.16892e-03  -3.13643e-03  -2.86850e-03  -2.35553e-03
  -1.60741e-03  -6.53693e-04   4.56042e-04   1.65540e-03   2.86429e-03   3.99530e-03   4.95943e-03
   5.67415e-03   6.06975e-03   6.09677e-03   5.73044e-03   4.97498e-03   3.86402e-03   2.46011e-03
   8.50208e-04  -8.59611e-04  -2.55282e-03  -4.11086e-03  -5.42338e-03  -6.39677e-03  -6.96268e-03
  -7.08320e-03  -6.75463e-03  -6.00700e-03  -4.90177e-03  -3.52559e-03  -1.98317e-03  -3.87641e-04
   1.14834e-03   2.52217e-03   3.64841e-03   4.46525e-03   4.93739e-03   5.05777e-03   4.84557e-03
   4.34343e-03   3.61176e-03   2.72310e-03   1.75496e-03   7.83816e-04  -1.21221e-04  -9.02587e-04
  -1.51807e-03  -1.94213e-03  -2.16672e-03  -2.19971e-03  -2.06319e-03  -1.78982e-03  -1.41956e-03
  -9.95308e-04  -5.59431e-04  -1.50013e-04   2.01479e-04   4.72430e-04   6.49652e-04   7.29794e-04
   7.18196e-04   6.27790e-04   4.76800e-04   2.86870e-04   8.04658e-05  -1.20909e-04  -2.98797e-04
  -4.38784e-04  -5.31565e-04  -5.72900e-04  -5.63634e-04  -5.08768e-04  -4.16765e-04  -2.98160e-04
  -1.64653e-04  -2.77654e-05   1.01848e-04   2.15348e-04   3.05967e-04   3.69488e-04   4.04076e-04
   4.10345e-04   3.90861e-04   3.49908e-04   2.92819e-04   2.25614e-04   1.54309e-04   8.45845e-05
   2.12264e-05  -3.20123e-05  -7.27115e-05  -9.96997e-05  -1.13111e-04  -1.14114e-04  -1.04787e-04
  -8.77333e-05  -6.58834e-05  -4.21184e-05  -1.91054e-05   9.70551e-07   1.64755e-05   2.64541e-05
   3.05795e-05   2.91385e-05   2.28837e-05   1.29213e-05   5.30108e-07  -1.29689e-05  -2.63432e-05
  -3.85312e-05  -4.86910e-05  -5.62333e-05  -6.08060e-05  -6.23060e-05  -6.08274e-05  -5.66707e-05
  -5.02554e-05  -4.21184e-05  -3.27989e-05  -2.28605e-05  -1.27894e-05  -3.05848e-06   5.96827e-06
   1.39497e-05   2.06775e-05   2.59757e-05   2.98172e-05   3.21934e-05   3.32281e-05   3.30194e-05
   3.17582e-05   2.95531e-05   2.65703e-05   2.28613e-05   1.85384e-05   1.36083e-05   8.18093e-06
   2.30587e-06  -3.79608e-06  -9.91866e-06  -1.56501e-05  -2.06119e-05  -2.42647e-05  -2.61943e-05
  -2.59242e-05  -2.32289e-05  -1.79321e-05  -1.02186e-05  -3.82344e-07   1.09013e-05   2.29039e-05
   3.46077e-05   4.50830e-05   5.32566e-05   5.83181e-05   5.94814e-05   5.64043e-05   4.89097e-05
   3.73715e-05   2.23528e-05   4.93690e-06  -1.37168e-05  -3.20833e-05  -4.87783e-05  -6.22855e-05
  -7.14956e-05  -7.54118e-05  -7.36781e-05  -6.62150e-05  -5.36891e-05  -3.70370e-05  -1.78454e-05
   2.24233e-06   2.12123e-05   3.73493e-05   4.89287e-05   5.48872e-05   5.44394e-05   4.76770e-05
