       3
(7e14.5)
     0.0000e+00     0.0000e+00      0  0  0.00
     361   1.00000  0.0000e+00
   6.98622e-05   4.57953e-05   1.75821e-05  -1.50869e-05  -4.99123e-05  -8.63972e-05  -1.21681e-04
  -1.54756e-04  -1.82614e-04  -2.04274e-04  -2.17188e-04  -2.21059e-04  -2.14418e-04  -1.98204e-04
  -1.72439e-04  -1.39515e-04  -1.00922e-04  -6.02366e-05  -1.98717e-05   1.61881e-05   4.55894e-05
   6.50483e-05   7.34226e-05   6.92157e-05   5.34172e-05   2.69598e-05  -6.75268e-06  -4.45085e-05
  -8.10974e-05  -1.12092e-04  -1.31936e-04  -1.36748e-04  -1.22547e-04  -8.79236e-05  -3.22083e-05
   4.21708e-05   1.31754e-04   2.30137e-04   3.30364e-04   4.23475e-04   5.01171e-04   5.54695e-04
   5.77560e-04   5.64497e-04   5.13954e-04   4.26776e-04   3.08169e-04   1.65844e-04   1.12618e-05
  -1.42848e-04  -2.81926e-04  -3.92524e-04  -4.62125e-04  -4.82135e-04  -4.47583e-04  -3.59615e-04
  -2.24521e-04  -5.52280e-05   1.30732e-04   3.10969e-04   4.61371e-04   5.56900e-04   5.75427e-04
   4.98949e-04   3.17322e-04   2.89725e-05  -3.56440e-04  -8.18747e-04  -1.32647e-03  -1.83954e-03
  -2.31063e-03  -2.68982e-03  -2.92749e-03  -2.98011e-03  -2.81354e-03  -2.40837e-03  -1.76212e-03
  -8.92444e-04   1.63292e-04   1.34807e-03   2.58910e-03   3.80131e-03   4.89434e-03   5.77842e-03
   6.37278e-03   6.61194e-03   6.45301e-03   5.87978e-03   4.90655e-03   3.57780e-03   1.96715e-03
   1.71865e-04  -1.69302e-03  -3.50414e-03  -5.13859e-03  -6.48463e-03  -7.45010e-03  -7.97084e-03
  -8.01528e-03  -7.58760e-03  -6.72618e-03  -5.50051e-03  -4.00384e-03  -2.34540e-03  -6.40119e-04
   1.00020e-03   2.47621e-03   3.70721e-03   4.63646e-03   5.23268e-03   5.49053e-03   5.42773e-03
   5.08181e-03   4.50464e-03   3.75754e-03   2.90526e-03   2.01154e-03   1.13428e-03   3.22826e-04
  -3.84802e-04  -9.62531e-04  -1.39690e-03  -1.68573e-03  -1.83718e-03  -1.86706e-03  -1.79696e-03
  -1.65122e-03  -1.45506e-03  -1.23202e-03  -1.00290e-03  -7.84237e-04  -5.88222e-04  -4.22245e-04
  -2.89642e-04  -1.89921e-04  -1.19984e-04  -7.46236e-05  -4.77713e-05  -3.29079e-05  -2.40954e-05
  -1.61528e-05  -5.38097e-06   1.05799e-05   3.24108e-05   5.95948e-05   9.03955e-05   1.22535e-04
   1.53308e-04   1.80254e-04   2.01209e-04   2.14793e-04   2.20265e-04   2.17780e-04   2.08065e-04
   1.92513e-04   1.72777e-04   1.50808e-04   1.28479e-04   1.07648e-04   8.98586e-05   7.64355e-05
   6.82178e-05   6.56490e-05   6.85661e-05   7.63415e-05   8.77815e-05   1.01350e-04   1.15170e-04
   1.27281e-04   1.35673e-04   1.38531e-04   1.34272e-04   1.21771e-04   1.00405e-04   7.02284e-05
   3.19828e-05  -1.28444e-05  -6.21224e-05  -1.13169e-04  -1.62970e-04  -2.08395e-04  -2.46471e-04
  -2.74633e-04  -2.90939e-04  -2.94251e-04  -2.84311e-04  -2.61792e-04  -2.28215e-04  -1.85862e-04
  -1.37532e-04  -8.63591e-05  -3.54870e-05   1.21099e-05   5.39350e-05   8.80552e-05   1.13322e-04
   1.29314e-04   1.36426e-04   1.35656e-04   1.28582e-04   1.17038e-04   1.03047e-04   8.84575e-05
   7.49224e-05   6.35808e-05   5.51567e-05   4.97469e-05   4.70673e-05   4.63437e-05   4.66681e-05
   4.69303e-05   4.62095e-05   4.36701e-05   3.89134e-05   3.17659e-05   2.25411e-05   1.17036e-05
   5.69503e-08  -1.16695e-05  -2.26356e-05  -3.22986e-05  -4.01524e-05  -4.60711e-05  -4.99457e-05
