#depth variance  VR       nsta
  5  1.745e-05  2.237e+01   6
#mxx        mxy        mxz        myy        myz        mzz
 8.510e+23  1.147e+24  8.502e+23 -8.581e+23 -3.604e+23  7.136e+21
#st1 rk1 dp1 st2 rk2 dp2
252 -147  89 161  -1  57
#pdc pclvd piso
 92   8   0

#filename
DCZ.data
#dt   npts  dist   Az   Zcor VR
1.000  120  97.8 195.2   59 -2.696e+01
#data T          R          Z    synth T          R          Z
 4.636e-03 -1.280e-03  2.138e-03  7.819e-03 -9.606e-04  2.155e-03
 5.233e-03 -1.514e-03  2.122e-03  8.023e-03 -1.071e-03  1.872e-03
 5.491e-03 -1.638e-03  1.923e-03  7.711e-03 -1.115e-03  1.492e-03
 5.428e-03 -1.645e-03  1.569e-03  6.978e-03 -1.089e-03  1.056e-03
 5.082e-03 -1.541e-03  1.101e-03  5.933e-03 -9.994e-04  6.059e-04
 4.505e-03 -1.335e-03  5.667e-04  4.694e-03 -8.570e-04  1.781e-04
 3.758e-03 -1.048e-03  1.904e-05  3.371e-03 -6.762e-04 -1.985e-04
 2.905e-03 -7.030e-04 -4.927e-04  2.065e-03 -4.730e-04 -5.035e-04
 2.012e-03 -3.283e-04 -9.249e-04  8.589e-04 -2.634e-04 -7.253e-04
 1.134e-03  4.782e-05 -1.244e-03 -1.854e-04 -6.196e-05 -8.610e-04
 3.228e-04  3.980e-04 -1.428e-03 -1.027e-03  1.193e-04 -9.149e-04
-3.848e-04  6.986e-04 -1.470e-03 -1.647e-03  2.715e-04 -8.969e-04
-9.625e-04  9.311e-04 -1.375e-03 -2.044e-03  3.890e-04 -8.207e-04
-1.397e-03  1.083e-03 -1.160e-03 -2.232e-03  4.695e-04 -7.023e-04
-1.686e-03  1.150e-03 -8.507e-04 -2.240e-03  5.136e-04 -5.583e-04
-1.837e-03  1.132e-03 -4.814e-04 -2.101e-03  5.243e-04 -4.042e-04
-1.867e-03  1.037e-03 -8.774e-05 -1.855e-03  5.065e-04 -2.538e-04
-1.797e-03  8.793e-04  2.946e-04 -1.542e-03  4.663e-04 -1.180e-04
-1.651e-03  6.743e-04  6.335e-04 -1.199e-03  4.102e-04 -4.703e-06
-1.455e-03  4.411e-04  9.028e-04 -8.579e-04  3.446e-04  8.132e-05
-1.232e-03  1.993e-04  1.084e-03 -5.457e-04  2.757e-04  1.383e-04
-1.003e-03 -3.283e-05  1.169e-03 -2.813e-04  2.084e-04  1.672e-04
-7.842e-04 -2.394e-04  1.156e-03 -7.628e-05  1.467e-04  1.709e-04
-5.882e-04 -4.079e-04  1.052e-03  6.448e-05  9.364e-05  1.539e-04
-4.222e-04 -5.301e-04  8.738e-04  1.423e-04  5.069e-05  1.215e-04
-2.896e-04 -6.021e-04  6.393e-04  1.633e-04  1.842e-05  7.957e-05
-1.899e-04 -6.243e-04  3.715e-04  1.373e-04 -3.551e-06  3.357e-05
-1.200e-04 -6.009e-04  9.393e-05  7.641e-05 -1.635e-05 -1.151e-05
-7.462e-05 -5.389e-04 -1.711e-04 -6.432e-06 -2.161e-05 -5.158e-05
-4.777e-05 -4.477e-04 -4.042e-04 -9.856e-05 -2.123e-05 -8.358e-05
-3.291e-05 -3.377e-04 -5.899e-04 -1.885e-04 -1.722e-05 -1.056e-04
-2.410e-05 -2.193e-04 -7.178e-04 -2.668e-04 -1.145e-05 -1.168e-04
-1.615e-05 -1.026e-04 -7.832e-04 -3.261e-04 -5.591e-06 -1.173e-04
-5.381e-06  3.889e-06 -7.865e-04 -3.620e-04 -9.567e-07 -1.081e-04
 1.058e-05  9.333e-05 -7.331e-04 -3.725e-04  1.515e-06 -9.088e-05
 3.241e-05  1.611e-04 -6.323e-04 -3.577e-04  1.290e-06 -6.759e-05
 5.959e-05  2.046e-04 -4.963e-04 -3.200e-04 -1.787e-06 -4.049e-05
 9.040e-05  2.238e-04 -3.392e-04 -2.632e-04 -7.534e-06 -1.179e-05
 1.225e-04  2.206e-04 -1.750e-04 -1.922e-04 -1.550e-05  1.641e-05
 1.533e-04  1.982e-04 -1.740e-05 -1.122e-04 -2.504e-05  4.233e-05
 1.803e-04  1.614e-04  1.221e-04 -2.871e-05 -3.541e-05  6.454e-05
 2.012e-04  1.155e-04  2.346e-04  5.310e-05 -4.580e-05  8.205e-05
 2.148e-04  6.591e-05  3.140e-04  1.288e-04 -5.547e-05  9.430e-05
 2.203e-04  1.769e-05  3.577e-04  1.948e-04 -6.373e-05  1.011e-04
 2.178e-04 -2.474e-05  3.662e-04  2.484e-04 -7.007e-05  1.027e-04
 2.081e-04 -5.804e-05  3.426e-04  2.882e-04 -7.410e-05  9.961e-05
 1.925e-04 -8.010e-05  2.926e-04  3.134e-04 -7.562e-05  9.252e-05
 1.728e-04 -9.014e-05  2.232e-04  3.245e-04 -7.460e-05  8.233e-05
 1.508e-04 -8.865e-05  1.424e-04  3.225e-04 -7.117e-05  6.996e-05
 1.285e-04 -7.721e-05  5.829e-05  3.090e-04 -6.557e-05  5.635e-05
 1.076e-04 -5.820e-05 -2.146e-05  2.862e-04 -5.816e-05  4.236e-05
 8.986e-05 -3.443e-05 -9.039e-05  2.563e-04 -4.938e-05  2.875e-05
 7.644e-05 -8.805e-06 -1.435e-04  2.215e-04 -3.970e-05  1.614e-05
 6.822e-05  1.604e-05 -1.774e-04  1.840e-04 -2.959e-05  4.961e-06
 6.565e-05  3.793e-05 -1.908e-04  1.458e-04 -1.948e-05 -4.477e-06
 6.857e-05  5.538e-05 -1.840e-04  1.087e-04 -9.797e-06 -1.204e-05
 7.634e-05  6.760e-05 -1.589e-04  7.377e-05 -8.599e-07 -1.773e-05
 8.778e-05  7.455e-05 -1.191e-04  4.215e-05  7.071e-06 -2.166e-05
 1.014e-04  7.683e-05 -6.880e-05  1.441e-05  1.382e-05 -2.403e-05
 1.152e-04  7.556e-05 -1.306e-05 -9.138e-06  1.930e-05 -2.508e-05
 1.273e-04  7.215e-05  4.296e-05 -2.848e-05  2.349e-05 -2.511e-05
 1.357e-04  6.807e-05  9.430e-05 -4.379e-05  2.644e-05 -2.440e-05
 1.385e-04  6.461e-05  1.367e-04 -5.541e-05  2.825e-05 -2.321e-05
 1.343e-04  6.264e-05  1.668e-04 -6.378e-05  2.906e-05 -2.177e-05
 1.218e-04  6.247e-05  1.824e-04 -6.940e-05  2.904e-05 -2.026e-05
 1.004e-04  6.378e-05  1.828e-04 -7.276e-05  2.835e-05 -1.881e-05
 7.023e-05  6.568e-05  1.685e-04 -7.433e-05  2.717e-05 -1.750e-05
 3.198e-05  6.687e-05  1.413e-04 -7.451e-05  2.564e-05 -1.636e-05
-1.284e-05  6.581e-05  1.040e-04 -7.367e-05  2.388e-05 -1.537e-05
-6.212e-05  6.103e-05  6.029e-05 -7.207e-05  2.201e-05 -1.450e-05
-1.132e-04  5.126e-05  1.417e-05 -6.991e-05  2.009e-05 -1.367e-05
-1.630e-04  3.574e-05 -3.022e-05 -6.734e-05  1.817e-05 -1.283e-05
-2.084e-04  1.424e-05 -6.906e-05 -6.443e-05  1.626e-05 -1.190e-05
-2.465e-04 -1.278e-05 -9.921e-05 -6.121e-05  1.437e-05 -1.083e-05
-2.746e-04 -4.419e-05 -1.184e-04 -5.769e-05  1.248e-05 -9.591e-06
-2.909e-04 -7.827e-05 -1.257e-04 -5.387e-05  1.058e-05 -8.169e-06

#filename
MLZ.data
#dt   npts  dist   Az   Zcor VR
1.000  120  97.4 149.2   64  1.772e+01
#data T          R          Z    synth T          R          Z
 5.622e-03  6.087e-03  4.604e-04  1.580e-03  7.179e-04  4.437e-04
 4.712e-03  4.455e-03  5.730e-04  1.899e-03  9.081e-04  4.478e-04
 3.474e-03  2.512e-03  6.667e-04  2.168e-03  1.083e-03  4.183e-04
 1.869e-03  2.444e-04  7.246e-04  2.350e-03  1.229e-03  3.484e-04
-1.215e-04 -2.351e-03  7.295e-04  2.406e-03  1.333e-03  2.331e-04
-2.490e-03 -5.251e-03  6.661e-04  2.297e-03  1.383e-03  6.972e-05
-5.198e-03 -8.409e-03  5.228e-04  1.994e-03  1.367e-03 -1.410e-04
-8.170e-03 -1.175e-02  2.929e-04  1.473e-03  1.278e-03 -3.942e-04
-1.130e-02 -1.516e-02 -2.315e-05  7.258e-04  1.112e-03 -6.810e-04
-1.444e-02 -1.851e-02 -4.175e-04 -2.416e-04  8.730e-04 -9.877e-04
-1.743e-02 -2.166e-02 -8.738e-04 -1.402e-03  5.677e-04 -1.296e-03
-2.009e-02 -2.442e-02 -1.367e-03 -2.710e-03  2.111e-04 -1.585e-03
-2.223e-02 -2.662e-02 -1.866e-03 -4.095e-03 -1.757e-04 -1.830e-03
-2.366e-02 -2.810e-02 -2.333e-03 -5.470e-03 -5.663e-04 -2.004e-03
-2.424e-02 -2.871e-02 -2.726e-03 -6.732e-03 -9.298e-04 -2.083e-03
-2.384e-02 -2.833e-02 -3.004e-03 -7.764e-03 -1.233e-03 -2.044e-03
-2.238e-02 -2.689e-02 -3.128e-03 -8.451e-03 -1.443e-03 -1.869e-03
-1.987e-02 -2.436e-02 -3.066e-03 -8.678e-03 -1.535e-03 -1.551e-03
-1.635e-02 -2.078e-02 -2.794e-03 -8.353e-03 -1.502e-03 -1.096e-03
-1.193e-02 -1.624e-02 -2.303e-03 -7.411e-03 -1.361e-03 -5.290e-04
-6.805e-03 -1.089e-02 -1.598e-03 -5.835e-03 -1.144e-03  1.204e-04
-1.197e-03 -4.952e-03 -7.019e-04 -3.661e-03 -8.845e-04  8.183e-04
 4.621e-03  1.343e-03  3.463e-04 -9.891e-04 -6.073e-04  1.529e-03
 1.036e-02  7.719e-03  1.490e-03  2.024e-03 -3.373e-04  2.214e-03
 1.571e-02  1.389e-02  2.658e-03  5.165e-03 -1.006e-04  2.831e-03
 2.041e-02  1.958e-02  3.770e-03  8.181e-03  7.867e-05  3.337e-03
 2.423e-02  2.454e-02  4.741e-03  1.079e-02  1.824e-04  3.692e-03
 2.696e-02  2.855e-02  5.486e-03  1.270e-02  1.996e-04  3.860e-03
 2.851e-02  3.146e-02  5.931e-03  1.366e-02  1.255e-04  3.812e-03
 2.883e-02  3.317e-02  6.020e-03  1.348e-02 -3.997e-05  3.523e-03
 2.794e-02  3.365e-02  5.720e-03  1.217e-02 -2.871e-04  2.973e-03
 2.596e-02  3.294e-02  5.026e-03  9.917e-03 -5.809e-04  2.152e-03
 2.303e-02  3.114e-02  3.969e-03  7.090e-03 -8.455e-04  1.074e-03
 1.937e-02  2.838e-02  2.607e-03  4.024e-03 -9.782e-04 -1.778e-04
 1.519e-02  2.486e-02  1.031e-03  9.869e-04 -9.053e-04 -1.437e-03
 1.075e-02  2.077e-02 -6.520e-04 -1.801e-03 -6.337e-04 -2.510e-03
 6.278e-03  1.633e-02 -2.321e-03 -4.162e-03 -2.366e-04 -3.276e-03
 1.983e-03  1.174e-02 -3.854e-03 -5.982e-03  2.094e-04 -3.703e-03
-1.954e-03  7.165e-03 -5.140e-03 -7.210e-03  6.487e-04 -3.801e-03
-5.396e-03  2.771e-03 -6.086e-03 -7.844e-03  1.034e-03 -3.600e-03
-8.253e-03 -1.329e-03 -6.627e-03 -7.925e-03  1.328e-03 -3.157e-03
-1.048e-02 -5.046e-03 -6.730e-03 -7.529e-03  1.510e-03 -2.544e-03
-1.207e-02 -8.329e-03 -6.397e-03 -6.752e-03  1.575e-03 -1.834e-03
-1.307e-02 -1.115e-02 -5.661e-03 -5.701e-03  1.527e-03 -1.097e-03
-1.355e-02 -1.352e-02 -4.589e-03 -4.486e-03  1.383e-03 -3.944e-04
-1.357e-02 -1.544e-02 -3.266e-03 -3.213e-03  1.162e-03  2.253e-04
-1.325e-02 -1.693e-02 -1.795e-03 -1.971e-03  8.918e-04  7.286e-04
-1.267e-02 -1.803e-02 -2.869e-04 -8.365e-04  5.964e-04  1.097e-03
-1.192e-02 -1.876e-02  1.153e-03  1.374e-04  2.999e-04  1.325e-03
-1.108e-02 -1.914e-02  2.430e-03  9.159e-04  2.295e-05  1.420e-03
-1.020e-02 -1.918e-02  3.464e-03  1.484e-03 -2.186e-04  1.397e-03
-9.316e-03 -1.890e-02  4.200e-03  1.844e-03 -4.140e-04  1.280e-03
-8.453e-03 -1.829e-02  4.608e-03  2.012e-03 -5.571e-04  1.094e-03
-7.609e-03 -1.737e-02  4.685e-03  2.016e-03 -6.469e-04  8.651e-04
-6.772e-03 -1.614e-02  4.450e-03  1.888e-03 -6.863e-04  6.193e-04
-5.925e-03 -1.460e-02  3.945e-03  1.665e-03 -6.811e-04  3.786e-04
-5.043e-03 -1.279e-02  3.230e-03  1.385e-03 -6.395e-04  1.608e-04
-4.108e-03 -1.073e-02  2.373e-03  1.081e-03 -5.707e-04 -2.121e-05
-3.106e-03 -8.467e-03  1.449e-03  7.830e-04 -4.844e-04 -1.594e-04
-2.031e-03 -6.049e-03  5.287e-04  5.135e-04 -3.897e-04 -2.508e-04
-8.908e-04 -3.544e-03 -3.219e-04  2.892e-04 -2.946e-04 -2.966e-04
 2.974e-04 -1.021e-03 -1.049e-03  1.198e-04 -2.058e-04 -3.013e-04
 1.504e-03  1.444e-03 -1.614e-03  8.376e-06 -1.281e-04 -2.721e-04
 2.694e-03  3.777e-03 -1.994e-03 -4.708e-05 -6.453e-05 -2.176e-04
 3.824e-03  5.907e-03 -2.182e-03 -5.312e-05 -1.663e-05 -1.469e-04
 4.853e-03  7.774e-03 -2.188e-03 -1.935e-05  1.574e-05 -6.912e-05
 5.739e-03  9.328e-03 -2.033e-03  4.283e-05  3.390e-05  7.642e-06
 6.450e-03  1.054e-02 -1.748e-03  1.214e-04  4.007e-05  7.662e-05
 6.961e-03  1.138e-02 -1.372e-03  2.048e-04  3.701e-05  1.327e-04
 7.257e-03  1.186e-02 -9.449e-04  2.828e-04  2.777e-05  1.727e-04
 7.337e-03  1.199e-02 -5.070e-04  3.471e-04  1.530e-05  1.949e-04
 7.209e-03  1.180e-02 -9.369e-05  3.915e-04  2.306e-06  1.996e-04
 6.895e-03  1.133e-02  2.657e-04  4.126e-04 -8.987e-06  1.882e-04
 6.421e-03  1.063e-02  5.500e-04  4.091e-04 -1.692e-05  1.633e-04
 5.823e-03  9.751e-03  7.467e-04  3.818e-04 -2.047e-05  1.280e-04
 5.137e-03  8.751e-03  8.524e-04  3.333e-04 -1.921e-05  8.597e-05
 4.402e-03  7.678e-03  8.713e-04  2.678e-04 -1.329e-05  4.087e-05
 3.651e-03  6.578e-03  8.144e-04  1.899e-04 -3.307e-06 -3.922e-06
 2.917e-03  5.490e-03  6.972e-04  1.049e-04  9.784e-06 -4.547e-05
 2.223e-03  4.443e-03  5.381e-04  1.817e-05  2.481e-05 -8.144e-05
 1.588e-03  3.456e-03  3.564e-04 -6.561e-05  4.051e-05 -1.102e-04
 1.021e-03  2.541e-03  1.703e-04 -1.422e-04  5.565e-05 -1.308e-04
 5.265e-04  1.701e-03 -4.373e-06 -2.084e-04  6.913e-05 -1.429e-04
 1.000e-04  9.344e-04 -1.550e-04 -2.619e-04  8.007e-05 -1.470e-04
-2.670e-04  2.321e-04 -2.731e-04 -3.012e-04  8.783e-05 -1.438e-04
-5.867e-04 -4.154e-04 -3.542e-04 -3.260e-04  9.206e-05 -1.345e-04
-8.733e-04 -1.019e-03 -3.977e-04 -3.368e-04  9.270e-05 -1.205e-04
-1.140e-03 -1.589e-03 -4.065e-04 -3.348e-04  8.993e-05 -1.032e-04
-1.401e-03 -2.134e-03 -3.859e-04 -3.215e-04  8.416e-05 -8.423e-05
-1.663e-03 -2.656e-03 -3.429e-04 -2.991e-04  7.594e-05 -6.472e-05
-1.931e-03 -3.158e-03 -2.852e-04 -2.696e-04  6.591e-05 -4.586e-05
-2.207e-03 -3.635e-03 -2.203e-04 -2.354e-04  5.475e-05 -2.848e-05
-2.485e-03 -4.081e-03 -1.549e-04 -1.985e-04  4.311e-05 -1.319e-05
-2.758e-03 -4.485e-03 -9.420e-05 -1.607e-04  3.156e-05 -3.219e-07
-3.014e-03 -4.836e-03 -4.197e-05 -1.238e-04  2.058e-05  1.003e-05
-3.239e-03 -5.120e-03 -1.618e-07 -8.887e-05  1.049e-05  1.795e-05
-3.420e-03 -5.327e-03  3.076e-05 -5.691e-05  1.511e-06  2.368e-05
-3.543e-03 -5.445e-03  5.156e-05 -2.850e-05 -6.280e-06  2.755e-05
-3.596e-03 -5.465e-03  6.391e-05 -3.948e-06 -1.290e-05  2.990e-05
-3.572e-03 -5.384e-03  6.998e-05  1.669e-05 -1.844e-05  3.110e-05
-3.464e-03 -5.200e-03  7.210e-05  3.356e-05 -2.304e-05  3.144e-05
-3.273e-03 -4.916e-03  7.243e-05  4.695e-05 -2.683e-05  3.118e-05
-3.001e-03 -4.539e-03  7.276e-05  5.721e-05 -2.994e-05  3.047e-05
-2.656e-03 -4.077e-03  7.432e-05  6.479e-05 -3.244e-05  2.943e-05
-2.249e-03 -3.546e-03  7.775e-05  7.008e-05 -3.436e-05  2.809e-05
-1.794e-03 -2.958e-03  8.306e-05  7.351e-05 -3.567e-05  2.646e-05
-1.306e-03 -2.331e-03  8.977e-05  7.543e-05 -3.629e-05  2.453e-05
-8.018e-04 -1.682e-03  9.701e-05  7.614e-05 -3.611e-05  2.231e-05
-2.989e-04 -1.026e-03  1.037e-04  7.589e-05 -3.505e-05  1.984e-05
 1.870e-04 -3.794e-04  1.087e-04  7.488e-05 -3.302e-05  1.720e-05
 6.414e-04  2.439e-04  1.109e-04  7.323e-05 -3.000e-05  1.450e-05
 1.052e-03  8.319e-04  1.097e-04  7.105e-05 -2.605e-05  1.190e-05
 1.410e-03  1.374e-03  1.047e-04  6.838e-05 -2.131e-05  9.577e-06
 1.708e-03  1.863e-03  9.583e-05  6.525e-05 -1.602e-05  7.688e-06
 1.944e-03  2.292e-03  8.361e-05  6.167e-05 -1.048e-05  6.363e-06
 2.116e-03  2.657e-03  6.886e-05  5.763e-05 -5.066e-06  5.665e-06
 2.227e-03  2.956e-03  5.273e-05  5.312e-05 -1.514e-07  5.576e-06
 2.282e-03  3.188e-03  3.647e-05  4.813e-05  3.908e-06  5.977e-06
 2.285e-03  3.353e-03  2.136e-05  4.265e-05  6.823e-06  6.663e-06
 2.245e-03  3.452e-03  8.475e-06  3.668e-05  8.417e-06  7.350e-06

#filename
WHZ.data
#dt   npts  dist   Az   Zcor VR
1.000  120 146.5 165.7   63  7.705e+01
#data T          R          Z    synth T          R          Z
 2.794e-05 -3.389e-04  3.623e-04  2.208e-04  1.321e-04 -5.560e-06
-2.361e-04 -3.906e-04  4.800e-04  1.834e-04  1.312e-04 -7.498e-06
-4.917e-04 -4.112e-04  5.788e-04  1.509e-04  1.253e-04 -1.279e-05
-7.044e-04 -3.906e-04  6.475e-04  1.324e-04  1.132e-04 -2.174e-05
-8.387e-04 -3.213e-04  6.763e-04  1.373e-04  9.422e-05 -3.424e-05
-8.628e-04 -1.995e-04  6.577e-04  1.745e-04  6.765e-05 -4.965e-05
-7.511e-04 -2.577e-05  5.878e-04  2.514e-04  3.331e-05 -6.676e-05
-4.892e-04  1.939e-04  4.668e-04  3.727e-04 -8.564e-06 -8.383e-05
-7.490e-05  4.484e-04  2.994e-04  5.396e-04 -5.720e-05 -9.862e-05
 4.778e-04  7.211e-04  9.507e-05  7.487e-04 -1.113e-04 -1.085e-04
 1.140e-03  9.915e-04 -1.329e-04  9.909e-04 -1.690e-04 -1.108e-04
 1.865e-03  1.236e-03 -3.677e-04  1.252e-03 -2.278e-04 -1.027e-04
 2.597e-03  1.428e-03 -5.908e-04  1.511e-03 -2.848e-04 -8.176e-05
 3.267e-03  1.546e-03 -7.831e-04  1.744e-03 -3.370e-04 -4.629e-05
 3.803e-03  1.566e-03 -9.269e-04  1.920e-03 -3.808e-04  4.588e-06
 4.135e-03  1.473e-03 -1.008e-03  2.008e-03 -4.131e-04  7.051e-05
 4.199e-03  1.259e-03 -1.016e-03  1.976e-03 -4.307e-04  1.497e-04
 3.948e-03  9.220e-04 -9.471e-04  1.797e-03 -4.313e-04  2.387e-04
 3.355e-03  4.732e-04 -8.055e-04  1.446e-03 -4.131e-04  3.326e-04
 2.418e-03 -6.770e-05 -6.013e-04  9.099e-04 -3.757e-04  4.248e-04
 1.163e-03 -6.711e-04 -3.514e-04  1.874e-04 -3.197e-04  5.076e-04
-3.530e-04 -1.299e-03 -7.860e-05 -7.086e-04 -2.472e-04  5.723e-04
-2.047e-03 -1.908e-03  1.910e-04 -1.748e-03 -1.618e-04  6.100e-04
-3.811e-03 -2.451e-03  4.300e-04 -2.884e-03 -6.837e-05  6.123e-04
-5.523e-03 -2.881e-03  6.124e-04 -4.052e-03  2.653e-05  5.714e-04
-7.049e-03 -3.157e-03  7.168e-04 -5.173e-03  1.130e-04  4.801e-04
-8.260e-03 -3.244e-03  7.287e-04 -6.156e-03  1.784e-04  3.330e-04
-9.042e-03 -3.118e-03  6.428e-04 -6.907e-03  2.134e-04  1.315e-04
-9.299e-03 -2.771e-03  4.642e-04 -7.336e-03  2.202e-04 -1.131e-04
-8.974e-03 -2.208e-03  2.093e-04 -7.363e-03  2.119e-04 -3.820e-04
-8.048e-03 -1.452e-03 -9.576e-05 -6.931e-03  2.062e-04 -6.531e-04
-6.547e-03 -5.414e-04 -4.164e-04 -6.007e-03  2.176e-04 -9.048e-04
-4.541e-03  4.707e-04 -7.131e-04 -4.591e-03  2.544e-04 -1.117e-03
-2.145e-03  1.520e-03 -9.450e-04 -2.720e-03  3.189e-04 -1.272e-03
 4.928e-04  2.536e-03 -1.075e-03 -4.703e-04  4.103e-04 -1.352e-03
 3.198e-03  3.443e-03 -1.072e-03  2.043e-03  5.243e-04 -1.345e-03
 5.785e-03  4.170e-03 -9.202e-04  4.665e-03  6.514e-04 -1.241e-03
 8.070e-03  4.656e-03 -6.158e-04  7.214e-03  7.761e-04 -1.040e-03
 9.888e-03  4.850e-03 -1.736e-04  9.483e-03  8.784e-04 -7.468e-04
 1.111e-02  4.724e-03  3.751e-04  1.126e-02  9.368e-04 -3.732e-04
 1.163e-02  4.268e-03  9.839e-04  1.233e-02  9.324e-04  5.993e-05
 1.143e-02  3.501e-03  1.595e-03  1.253e-02  8.508e-04  5.231e-04
 1.052e-02  2.465e-03  2.143e-03  1.173e-02  6.822e-04  9.800e-04
 8.969e-03  1.224e-03  2.566e-03  9.930e-03  4.231e-04  1.390e-03
 6.897e-03 -1.379e-04  2.807e-03  7.310e-03  7.963e-05  1.710e-03
 4.460e-03 -1.522e-03  2.824e-03  4.199e-03 -3.291e-04  1.891e-03
 1.839e-03 -2.827e-03  2.593e-03  1.007e-03 -7.680e-04  1.886e-03
-7.777e-04 -3.953e-03  2.118e-03 -1.923e-03 -1.181e-03  1.661e-03
-3.210e-03 -4.813e-03  1.423e-03 -4.395e-03 -1.494e-03  1.225e-03
-5.302e-03 -5.338e-03  5.584e-04 -6.311e-03 -1.636e-03  6.451e-04
-6.928e-03 -5.487e-03 -4.075e-04 -7.606e-03 -1.581e-03  4.313e-05
-8.007e-03 -5.250e-03 -1.394e-03 -8.263e-03 -1.362e-03 -4.664e-04
-8.504e-03 -4.646e-03 -2.315e-03 -8.322e-03 -1.050e-03 -8.320e-04
-8.430e-03 -3.726e-03 -3.091e-03 -7.862e-03 -7.009e-04 -1.057e-03
-7.837e-03 -2.562e-03 -3.651e-03 -6.986e-03 -3.465e-04 -1.150e-03
-6.811e-03 -1.249e-03 -3.947e-03 -5.815e-03 -1.821e-05 -1.121e-03
-5.463e-03  1.128e-04 -3.952e-03 -4.471e-03  2.566e-04 -9.948e-04
-3.921e-03  1.420e-03 -3.666e-03 -3.069e-03  4.646e-04 -8.042e-04
-2.313e-03  2.578e-03 -3.114e-03 -1.710e-03  6.016e-04 -5.775e-04
-7.608e-04  3.507e-03 -2.343e-03 -4.781e-04  6.691e-04 -3.414e-04
 6.298e-04  4.149e-03 -1.419e-03  5.682e-04  6.748e-04 -1.192e-04
 1.777e-03  4.469e-03 -4.170e-04  1.391e-03  6.303e-04  7.264e-05
 2.626e-03  4.462e-03  5.818e-04  1.976e-03  5.488e-04  2.232e-04
 3.154e-03  4.145e-03  1.500e-03  2.327e-03  4.441e-04  3.271e-04
 3.364e-03  3.561e-03  2.271e-03  2.463e-03  3.292e-04  3.841e-04
 3.285e-03  2.768e-03  2.841e-03  2.416e-03  2.152e-04  3.980e-04
 2.967e-03  1.839e-03  3.177e-03  2.224e-03  1.111e-04  3.753e-04
 2.474e-03  8.506e-04  3.267e-03  1.929e-03  2.334e-05  3.244e-04
 1.874e-03 -1.190e-04  3.117e-03  1.574e-03 -4.436e-05  2.546e-04
 1.239e-03 -1.001e-03  2.756e-03  1.197e-03 -9.052e-05  1.748e-04
 6.304e-04 -1.737e-03  2.224e-03  8.299e-04 -1.157e-04  9.338e-05
 1.024e-04 -2.284e-03  1.577e-03  5.002e-04 -1.222e-04  1.714e-05
-3.073e-04 -2.620e-03  8.729e-04  2.258e-04 -1.132e-04 -4.860e-05
-5.767e-04 -2.738e-03  1.714e-04  1.726e-05 -9.266e-05 -1.003e-04
-7.000e-04 -2.649e-03 -4.723e-04 -1.220e-04 -6.483e-05 -1.361e-04
-6.861e-04 -2.380e-03 -1.013e-03 -1.946e-04 -3.370e-05 -1.557e-04
-5.560e-04 -1.969e-03 -1.416e-03 -2.082e-04 -2.853e-06 -1.602e-04
-3.395e-04 -1.462e-03 -1.662e-03 -1.741e-04  2.480e-05 -1.514e-04
-7.118e-05 -9.062e-04 -1.748e-03 -1.052e-04  4.709e-05 -1.323e-04
 2.130e-04 -3.500e-04 -1.682e-03 -1.534e-05  6.267e-05 -1.056e-04
 4.799e-04  1.647e-04 -1.486e-03  8.218e-05  7.095e-05 -7.463e-05
 7.011e-04  6.032e-04 -1.191e-03  1.756e-04  7.205e-05 -4.223e-05
 8.559e-04  9.410e-04 -8.315e-04  2.554e-04  6.664e-05 -1.097e-05
 9.316e-04  1.164e-03 -4.467e-04  3.146e-04  5.581e-05  1.708e-05
 9.244e-04  1.270e-03 -7.270e-05  3.487e-04  4.095e-05  4.040e-05
 8.385e-04  1.264e-03  2.586e-04  3.563e-04  2.355e-05  5.806e-05
 6.852e-04  1.161e-03  5.224e-04  3.380e-04  5.089e-06  6.967e-05
 4.811e-04  9.817e-04  7.025e-04  2.967e-04 -1.305e-05  7.533e-05
 2.462e-04  7.502e-04  7.916e-04  2.364e-04 -2.969e-05  7.554e-05
 1.790e-06  4.914e-04  7.915e-04  1.624e-04 -4.392e-05  7.110e-05
-2.315e-04  2.295e-04  7.118e-04  8.039e-05 -5.508e-05  6.299e-05
-4.355e-04 -1.416e-05  5.681e-04 -4.037e-06 -6.284e-05  5.230e-05
-5.962e-04 -2.225e-04  3.805e-04 -8.565e-05 -6.708e-05  4.011e-05
-7.044e-04 -3.835e-04  1.708e-04 -1.600e-04 -6.796e-05  2.743e-05
-7.563e-04 -4.905e-04 -3.898e-05 -2.235e-04 -6.581e-05  1.514e-05
-7.533e-04 -5.421e-04 -2.292e-04 -2.737e-04 -6.108e-05  3.954e-06
-7.014e-04 -5.417e-04 -3.839e-04 -3.092e-04 -5.433e-05 -5.599e-06
-6.106e-04 -4.965e-04 -4.917e-04 -3.296e-04 -4.615e-05 -1.319e-05
-4.929e-04 -4.165e-04 -5.467e-04 -3.355e-04 -3.712e-05 -1.865e-05
-3.618e-04 -3.134e-04 -5.483e-04 -3.282e-04 -2.779e-05 -2.201e-05
-2.303e-04 -1.991e-04 -5.009e-04 -3.096e-04 -1.863e-05 -2.340e-05
-1.104e-04 -8.467e-05 -4.127e-04 -2.819e-04 -1.004e-05 -2.308e-05
-1.149e-05  2.015e-05 -2.953e-04 -2.476e-04 -2.328e-06 -2.136e-05
